Client_ID,Age,Sexe,Revenu_Annuel,Fréquence_Achat,Montant_Total_Dépensé,Type_Produit_Principal,Durée_Client,Visites_Mensuelles,Panier_Moyen,Reduction_Utilisee,Satisfaction_Client
3674,19,Homme,31545.0,4,15481.84,Electronique,3,5,29.34,Non,8.0
3675,41,Homme,81480.0,25,12798.38,Beauté,10,19,212.48,Non,6.0
3676,51,Femme,25241.0,24,118022.90000000001,Maison,5,13,143.55,Oui,2.0
3677,44,Femme,109314.0,20,4665.3,Vêtements,14,7,326.31,Oui,1.0
3678,58,Femme,42821.0,14,12938.23,Electronique,13,14,240.46,Oui,4.0
3679,18,Homme,24695.0,24,67636.40000000001,Sport,3,8,482.96,Non,1.0
3680,25,Femme,97066.0,24,18399.22,Alimentation,5,3,125.11,Non,5.0
3681,40,Femme,132616.0,7,13109.03,Alimentation,5,4,302.17,Non,8.0
3682,55,Femme,137276.0,26,5635.78,Electronique,8,10,356.1,Oui,10.0
3683,23,Femme,34318.0,13,9511.25,Vêtements,10,4,416.27,Oui,2.0
3684,39,Homme,70934.0,22,16946.97,Maison,9,18,215.35,Non,8.0
3685,42,Femme,42331.0,8,6775.73,Sport,8,12,349.72,Oui,8.0
3686,35,Femme,141282.0,23,10556.27,Alimentation,12,15,165.54,Oui,6.0
3687,34,Homme,72672.0,5,13625.43,Alimentation,3,13,229.03,Oui,8.0
3688,29,Homme,111891.0,12,15115.13,Maison,1,12,449.9,Oui,2.0
3689,23,Femme,96860.0,13,3560.45,Vêtements,14,8,475.96,Non,7.0
3690,43,Homme,113685.0,29,11346.53,Beauté,3,9,365.03,Non,8.0
3691,44,Femme,88754.0,20,18252.78,Electronique,1,9,199.69,Non,4.0
3692,25,Homme,105677.0,14,19370.36,Vêtements,13,17,413.63,Oui,9.0
3693,36,Homme,122320.0,28,13157.29,Vêtements,11,1,32.42,Oui,6.0
3694,59,Femme,22837.0,18,196748.5,Vêtements,9,6,69.32,Oui,3.0
3695,18,Homme,145261.0,27,11457.63,Vêtements,12,7,337.46,Non,4.0
3696,46,Femme,140688.0,24,8907.84,Beauté,13,9,159.8,Oui,4.0
3697,62,Homme,134616.0,25,11076.59,Maison,3,10,476.67,Non,1.0
3698,66,Femme,125338.0,20,2402.68,Sport,14,4,229.31,Non,10.0
3699,52,Homme,60077.0,4,8094.15,Vêtements,8,16,226.1,Non,1.0
3700,57,Homme,99915.0,21,9222.26,Vêtements,6,12,345.48,Oui,1.0
3701,31,Homme,24239.0,18,169876.9,Electronique,3,9,388.43,Non,4.0
3702,52,Homme,130432.0,7,15197.11,Alimentation,9,3,248.27,Non,1.0
3703,65,Homme,106348.0,15,12068.39,Beauté,8,9,122.72,Oui,6.0
3704,62,Femme,49669.0,21,7010.82,Vêtements,3,17,391.19,Non,2.0
3705,37,Homme,68624.0,6,3821.99,Sport,7,14,173.77,Oui,1.0
3706,66,Femme,95147.0,16,7020.52,Sport,5,5,104.05,Non,7.0
3707,30,Femme,24150.0,20,136281.0,Sport,2,1,323.19,Oui,6.0
3708,55,Femme,144210.0,24,5334.45,Electronique,14,1,63.42,Non,
3709,66,Homme,31109.0,8,8595.05,Sport,8,3,486.25,Non,10.0
3710,63,Femme,119750.0,28,7796.73,Maison,1,9,323.55,Non,9.0
3711,66,Homme,46016.0,21,15335.24,Electronique,4,6,493.23,Oui,6.0
3712,25,Femme,31936.0,16,17687.36,Beauté,11,9,182.67,Oui,2.0
3713,60,Femme,31036.0,28,14017.48,Sport,13,4,486.18,Oui,7.0
3714,37,Femme,59236.0,22,6897.88,Alimentation,11,19,89.87,Non,3.0
3715,50,Femme,34021.0,16,8720.22,Vêtements,12,5,39.53,Oui,7.0
3716,43,Femme,140478.0,3,2952.67,Beauté,13,5,35.83,Oui,9.0
3717,56,Homme,56943.0,17,3445.14,Maison,4,14,243.14,Oui,5.0
3718,38,Femme,133694.0,9,3369.42,Alimentation,13,10,59.84,Oui,1.0
3719,66,Femme,123384.0,25,2698.67,Beauté,10,16,265.84,Non,5.0
3720,59,Homme,101007.0,3,3673.67,Maison,14,6,177.2,Non,8.0
3721,60,Homme,133197.0,20,4133.5,Sport,5,14,181.1,Non,8.0
3722,58,Homme,70016.0,29,2325.73,Beauté,4,18,325.09,Non,3.0
3723,26,Femme,43244.0,7,12841.19,Beauté,1,9,98.29,Non,4.0
3724,41,Femme,83027.0,18,19808.99,Beauté,14,7,387.95,Non,8.0
3725,54,Femme,134313.0,12,17595.82,Electronique,7,18,299.37,Oui,8.0
3726,66,Femme,143351.0,19,1007.49,Alimentation,10,10,459.17,Non,7.0
3727,58,Femme,58985.0,16,8518.87,Maison,11,2,195.12,Oui,6.0
3728,34,Femme,123976.0,22,17200.28,Sport,2,13,491.7,Non,4.0
3729,41,Homme,21502.0,27,27800.300000000003,Vêtements,10,6,296.4,Oui,10.0
3730,38,Homme,73836.0,24,16968.14,Sport,3,9,487.23,Non,9.0
3731,68,Femme,119714.0,17,11894.74,Sport,5,8,32.99,Non,2.0
3732,56,Femme,23770.0,20,186328.4,Electronique,8,10,369.43,Non,2.0
3733,58,Femme,62865.0,15,17533.18,Electronique,10,16,411.98,Non,1.0
3734,56,Femme,73811.0,1,13572.98,Beauté,8,15,45.52,Oui,3.0
3735,30,Femme,24001.0,2,131906.7,Sport,14,13,297.91,Oui,3.0
3736,28,Homme,80848.0,8,4341.97,Alimentation,2,18,404.93,Non,4.0
3737,63,Homme,72635.0,22,2423.38,Electronique,9,6,289.3,Non,3.0
3738,36,Femme,40946.0,25,8366.33,Maison,6,9,50.63,Oui,10.0
3739,28,Homme,86134.0,2,3812.94,Electronique,9,18,352.85,Non,6.0
3740,30,Femme,115852.0,19,2138.09,Alimentation,14,7,49.09,Non,9.0
3741,63,Femme,111103.0,9,6116.3,Electronique,4,5,412.39,Oui,8.0
3742,62,Femme,112044.0,9,17223.75,Alimentation,3,11,40.66,Oui,6.0
3743,18,Homme,63744.0,13,441.25,Vêtements,14,13,85.95,Oui,8.0
3744,57,Homme,137729.0,6,5923.49,Alimentation,14,3,152.05,Oui,8.0
3745,61,Femme,142848.0,15,8538.64,Vêtements,5,1,324.02,Non,10.0
3746,36,Homme,59159.0,19,10260.34,Maison,5,4,488.65,Non,6.0
3747,29,Homme,115812.0,21,3713.39,Beauté,4,19,76.55,Non,2.0
3748,25,Femme,43671.0,15,19287.98,Beauté,13,18,88.5,Non,5.0
273,25,Homme,36450.0,18,11619.57,Electronique,7,6,197.06,Oui,4.0
3750,62,Homme,34908.0,7,10490.0,Alimentation,8,10,421.39,Non,6.0
3751,29,Homne,77275.0,26,275.57,Electronique,5,7,244.27,Non,2.0
3752,65,Femme,64358.0,11,9765.74,Alimentation,9,12,174.37,Oui,4.0
3753,50,Homme,69047.0,8,16769.65,Electronique,7,8,289.38,Non,8.0
3754,62,Femme,55518.0,6,4470.93,Beauté,13,13,145.05,Oui,1.0
3755,43,Homme,77813.0,8,7089.03,Maison,13,18,212.56,Oui,3.0
3756,56,Femme,116748.0,2,509.37,Beauté,7,14,179.65,Oui,4.0
3757,45,Femme,128220.0,19,19540.86,Electronique,8,11,405.99,Oui,2.0
3758,22,Femme,26806.0,16,14263.699999999999,Alimentation,12,10,463.64,Oui,2.0
3759,25,Femme,,7,17974.6,Sport,4,6,384.59,Non,6.0
3760,42,Homme,60891.0,10,6328.46,Maison,10,13,230.76,Non,6.0
3761,44,Femme,146865.0,12,11792.37,Alimentation,13,10,262.08,Non,3.0
3762,63,Femme,103551.0,17,13618.38,Electronique,13,12,80.04,Oui,8.0
3763,40,Femme,149335.0,7,2902.5,Alimentation,6,1,378.5,Oui,3.0
2217,47,Homme,59220.0,22,8930.81,Vêtements,5,18,306.31,Non,2.0
3765,62,Homme,37158.0,8,6576.78,Alimentation,1,13,453.17,Oui,5.0
3766,64,Femme,100992.0,7,1226.39,Beauté,14,4,116.29,Oui,7.0
3767,40,Femme,47588.0,4,16680.55,Beauté,13,6,384.67,Oui,1.0
3768,66,Femme,82576.0,3,998.84,Vêtements,9,18,348.64,Non,2.0
3769,64,Femme,108027.0,19,13099.83,Maison,2,5,147.61,Oui,2.0
3770,37,Femme,44188.0,15,6350.14,Alimentation,6,18,340.34,Oui,8.0
3771,35,Femme,112615.0,4,3923.37,Maison,8,5,463.7,Oui,10.0
3772,35,Homme,78830.0,25,13375.01,Sport,3,7,460.85,Non,
3773,19,Femme,24019.0,9,115333.0,Alimentation,5,9,365.42,Oui,4.0
3774,21,Femme,32419.0,13,6373.6,Beauté,14,3,43.08,Non,4.0
3775,47,Femme,53697.0,18,10307.92,Beauté,7,12,438.69,Oui,5.0
3776,50,Femme,104932.0,21,5000.12,Maison,4,14,335.73,Oui,3.0
3777,53,Femme,139712.0,16,17287.56,Electronique,14,8,169.01,Non,4.0
3778,35,Femme,124568.0,1,6344.99,Beauté,12,12,109.88,Non,4.0
3779,54,Homme,115428.0,4,4978.55,Electronique,5,7,75.78,Non,7.0
3780,36,Homme,27973.0,18,150614.9,Beauté,1,9,44.11,Oui,7.0
3781,64,Homme,128001.0,8,450.09,Beauté,4,12,381.97,Non,1.0
3782,45,Homme,106649.0,20,5433.43,Sport,14,4,133.2,Non,3.0
3783,57,Homme,142649.0,16,7570.36,Electronique,14,5,31.64,Non,9.0
3784,37,Homme,31136.0,21,17656.54,Electronique,7,9,210.69,Oui,6.0
3785,66,Femme,104739.0,11,19013.79,Beauté,12,7,251.65,Non,6.0
3786,50,Femme,82502.0,20,14357.91,Electronique,10,14,101.23,Oui,4.0
3787,29,Femme,51285.0,21,9901.38,Beauté,7,17,41.14,Oui,10.0
3788,68,Femme,43039.0,21,12848.37,Beauté,10,1,110.78,Oui,
3789,32,Femme,86720.0,21,8338.62,Maison,10,15,345.97,Non,3.0
3790,58,Femme,143168.0,27,6046.63,Alimentation,4,15,59.48,Non,8.0
3791,56,Homme,108263.0,19,19018.69,Electronique,12,1,286.42,Non,6.0
3792,19,Femme,79155.0,23,2396.27,Vêtements,6,15,90.28,Non,2.0
3793,46,Homme,36911.0,19,6993.23,Maison,13,2,113.93,Oui,3.0
3794,58,Homme,20916.0,18,179918.69999999998,Electronique,5,4,208.68,Non,1.0
3795,27,Femme,79052.0,19,14490.51,Electronique,1,17,68.4,Non,3.0
3796,19,Femme,89110.0,11,679.12,Sport,8,16,103.14,Oui,4.0
3797,68,Femme,121623.0,3,559.68,Vêtements,12,18,187.5,Non,6.0
3798,28,Femme,37790.0,8,10378.6,Vêtements,7,16,178.24,Oui,10.0
3799,30,Femme,103161.0,20,9736.64,Sport,5,8,379.65,Oui,7.0
3800,27,Femme,25206.0,19,89155.3,Sport,13,6,55.9,Non,3.0
3801,31,Femme,141937.0,10,6116.64,Electronique,10,2,433.02,Oui,7.0
3802,35,Homme,105053.0,16,19734.11,Alimentation,10,19,411.79,Oui,4.0
3803,68,Femme,69950.0,5,5512.55,Sport,7,13,387.68,Oui,
3804,26,Femme,136211.0,20,9851.8,Vêtements,10,6,168.5,Non,1.0
3805,56,Homme,76361.0,9,8157.37,Vêtements,3,6,414.98,Non,8.0
3806,45,Femme,81451.0,8,3487.96,Electronique,8,13,107.74,Non,10.0
3807,20,Femme,57696.0,11,4132.11,Alimentation,5,1,79.72,Oui,
3808,37,Homme,101641.0,16,18374.22,Beauté,2,9,41.58,Non,4.0
3809,23,Femme,121192.0,7,17179.77,Sport,2,12,470.87,Non,1.0
3810,44,Femme,,15,4060.98,Sport,4,12,167.85,Oui,6.0
3811,19,Femme,122395.0,24,17525.69,Electronique,7,4,460.46,Non,10.0
3812,46,Femme,141970.0,29,4262.8,Maison,14,19,150.85,Non,7.0
3813,55,Femme,144121.0,21,12568.27,Maison,10,16,455.63,Oui,
3814,20,Femme,66728.0,20,1717.48,Alimentation,4,12,453.89,Non,6.0
3815,33,Homme,75401.0,23,17619.36,Vêtements,9,1,463.36,Oui,8.0
3816,47,Femme,86226.0,17,1124.86,Vêtements,2,4,258.15,Non,6.0
3817,57,Femme,45103.0,6,11143.36,Beauté,6,9,435.65,Non,2.0
3818,19,Homme,54263.0,15,15616.26,Vêtements,4,7,476.37,Non,7.0
3819,34,Homme,146705.0,8,2425.01,Maison,6,10,175.82,Oui,10.0
3820,58,Femme,96621.0,7,8149.16,Maison,10,13,221.06,Non,4.0
3821,29,Homme,70044.0,2,934.81,Sport,9,8,365.24,Non,3.0
3822,52,Femme,77730.0,13,13686.78,Beauté,10,10,164.17,Oui,8.0
3823,60,Femme,45825.0,23,6218.25,Alimentation,12,10,381.83,Non,10.0
3824,18,Homme,96256.0,29,11231.97,Beauté,9,8,55.47,Oui,5.0
3825,62,Femme,124177.0,6,18661.37,Alimentation,9,15,271.28,Non,4.0
3826,32,Femme,57271.0,29,6186.58,Maison,9,1,78.71,Non,4.0
3827,43,Homme,97256.0,5,1067.69,Vêtements,3,15,160.8,Non,5.0
3828,54,Homme,66732.0,20,13544.99,Electronique,12,17,144.14,Non,4.0
3829,38,Homme,86433.0,1,15758.14,Beauté,11,13,422.69,Non,3.0
3830,66,Homme,102630.0,29,19161.58,Beauté,14,12,112.89,Non,4.0
3831,48,Femme,,18,3240.24,Sport,9,3,408.06,Oui,10.0
3832,42,Homme,120990.0,15,7903.58,Sport,3,19,401.1,Non,5.0
3833,40,Homme,43572.0,23,16898.4,Maison,10,5,259.46,Oui,2.0
3834,41,Homme,58546.0,10,16156.74,Alimentation,3,3,132.24,Non,7.0
3835,55,Homme,142456.0,3,12533.43,Electronique,5,5,128.91,Oui,5.0
3851,45,Homme,35150.0,5,5460.43,Sport,6,9,243.16,Oui,9.0
3837,38,Femme,74165.0,24,5752.3,Sport,9,6,24.23,Oui,6.0
3838,60,Homme,83690.0,29,2567.66,Vêtements,1,16,275.05,Non,1.0
3839,35,Femme,73664.0,13,18444.89,Vêtements,8,10,477.33,Non,9.0
3840,53,Homme,102335.0,8,3541.34,Maison,14,16,94.26,Oui,5.0
3841,52,Homme,95199.0,22,11500.44,Maison,14,3,295.21,Oui,9.0
3842,62,Homme,148511.0,21,11728.59,Sport,4,18,481.65,Oui,1.0
3843,26,Homme,56948.0,29,7455.15,Alimentation,10,11,433.05,Oui,2.0
3844,55,Homme,,2,7115.12,Electronique,7,19,428.18,Oui,3.0
3845,47,Homme,,9,13404.91,Sport,6,15,414.49,Oui,5.0
3846,61,Homme,120819.0,17,7827.13,Alimentation,6,11,168.33,Non,6.0
3847,51,Homme,111207.0,27,5176.8,Alimentation,7,10,447.5,Non,5.0
3848,49,Femme,110921.0,18,8042.72,Sport,4,9,471.84,Oui,1.0
3849,20,Homme,96772.0,13,16172.48,Alimentation,6,3,257.98,Non,4.0
3850,20,Femme,42024.0,1,19332.92,Beauté,3,9,190.19,Oui,6.0
3851,45,Homme,132408.0,12,12755.41,Alimentation,5,18,218.83,Oui,4.0
3852,61,Femme,59384.0,20,15663.81,Sport,13,12,180.42,Non,4.0
3853,32,Homme,102912.0,20,10703.21,Alimentation,13,16,121.96,Oui,5.0
3854,58,Homme,144161.0,21,12533.98,Sport,14,4,316.86,Non,8.0
3855,40,Homme,122674.0,5,19762.92,Vêtements,13,1,290.05,Oui,
3856,57,Femme,38157.0,8,8824.54,Sport,2,13,242.04,Oui,7.0
3857,28,Femme,105481.0,27,1418.47,Alimentation,3,8,66.01,Non,8.0
3858,65,Femme,122120.0,15,19144.44,Sport,13,6,402.51,Non,6.0
3859,49,Homne,108553.0,27,15881.93,Electronique,9,8,103.97,Non,6.0
3860,53,Homme,21756.0,3,80263.8,Sport,6,19,74.99,Oui,2.0
3861,50,Homme,120677.0,6,19649.66,Sport,3,12,319.07,Non,10.0
3862,41,Homme,88112.0,28,6976.16,Electronique,2,1,211.35,Oui,5.0
3863,56,Femme,111003.0,13,7505.19,Electronique,5,4,48.71,Oui,1.0
3864,51,Homme,122488.0,12,12233.65,Electronique,10,13,190.67,Non,9.0
3865,45,Femme,116741.0,19,5559.51,Maison,14,17,390.45,Oui,7.0
3866,54,Femme,78051.0,29,14001.57,Beauté,5,19,315.32,Non,2.0
3867,24,Femme,120701.0,18,3141.72,Maison,1,19,194.14,Non,6.0
3868,21,Femme,84595.0,24,2249.7,Sport,3,5,112.07,Oui,10.0
3869,54,Femme,98210.0,1,10744.07,Maison,7,11,323.26,Oui,9.0
3870,18,Homme,63094.0,25,11154.32,Maison,9,7,446.03,Non,5.0
3871,18,Femme,128850.0,27,2222.44,Electronique,5,3,330.21,Non,3.0
3872,64,Femme,107889.0,7,19287.11,Electronique,4,11,410.19,Oui,10.0
3873,37,Homme,115385.0,12,11508.4,Vêtements,3,17,270.33,Non,4.0
3874,36,Femme,24535.0,10,31056.0,Maison,10,11,364.63,Oui,3.0
3875,46,Femme,76035.0,29,6297.71,Beauté,13,15,450.19,Oui,1.0
3876,27,Homme,142815.0,12,16024.66,Sport,9,19,391.13,Non,10.0
3877,35,Homme,67367.0,11,10512.31,Alimentation,14,8,456.73,Oui,7.0
3878,45,Homme,127472.0,4,3844.15,Beauté,7,16,226.95,Non,8.0
3879,52,Femme,37118.0,19,2146.69,Beauté,12,15,454.03,Non,2.0
3880,60,Homme,79812.0,6,8672.41,Vêtements,7,3,318.35,Oui,8.0
3881,64,Homme,79884.0,25,6814.55,Sport,14,6,437.62,Oui,9.0
3882,48,Homme,86168.0,9,13152.76,Sport,13,3,38.9,Oui,7.0
3883,44,Femme,33280.0,20,18512.42,Electronique,8,5,335.77,Non,1.0
3884,28,Homme,34746.0,10,5029.83,Electronique,10,1,427.03,Non,4.0
3885,66,Femme,122572.0,5,17119.16,Beauté,1,14,103.62,Non,7.0
3886,66,Femme,73251.0,27,18417.19,Vêtements,11,12,337.66,Non,6.0
3887,55,Homme,104821.0,13,18049.85,Sport,4,13,415.98,Non,8.0
3888,22,Femme,103583.0,9,19046.34,Vêtements,13,14,158.22,Non,6.0
3889,25,Femme,133625.0,2,16857.96,Alimentation,13,12,214.52,Oui,10.0
3890,51,Homme,30207.0,18,11910.37,Sport,5,13,293.37,Oui,6.0
3891,65,Femme,91127.0,21,8255.94,Electronique,5,6,269.2,Oui,10.0
3892,69,Homme,47757.0,1,9884.59,Beauté,1,15,38.81,Non,6.0
3893,29,Femme,36226.0,24,17464.98,Vêtements,3,16,67.36,Oui,7.0
3894,55,Femme,115268.0,21,6097.83,Electronique,2,9,68.22,Non,5.0
3895,18,Homme,81407.0,12,3269.31,Beauté,12,8,145.89,Oui,9.0
3896,48,Homme,47206.0,10,2902.3,Electronique,7,5,138.01,Oui,7.0
3897,21,Femme,40256.0,2,16557.19,Sport,13,15,376.27,Oui,1.0
3898,66,Femme,53822.0,28,15253.57,Vêtements,14,7,294.92,Oui,9.0
3899,62,Homme,61340.0,9,10003.14,Alimentation,5,17,386.71,Non,6.0
3900,67,Femme,131883.0,2,5569.94,Maison,3,16,53.55,Non,8.0
3901,22,Femme,72234.0,23,13584.5,Electronique,11,11,252.9,Oui,9.0
3902,47,Femme,63351.0,24,864.82,Maison,8,7,175.41,Oui,2.0
3903,41,Femme,126311.0,22,11407.73,Vêtements,1,11,427.97,Non,2.0
3904,20,Homme,68671.0,14,8028.66,Sport,1,2,359.74,Non,
3905,28,Homme,95320.0,11,19559.41,Electronique,14,2,437.24,Oui,5.0
3906,62,Homme,122565.0,23,10200.45,Sport,6,6,42.29,Oui,10.0
3907,21,Homme,145627.0,11,11090.13,Alimentation,1,3,366.0,Oui,10.0
3908,43,Homme,55157.0,17,14276.02,Alimentation,4,1,279.2,Oui,2.0
3909,44,Homme,39937.0,4,9742.32,Beauté,6,16,416.0,Oui,10.0
3910,63,Femme,74290.0,13,4568.92,Beauté,1,14,263.44,Oui,4.0
3911,60,Homme,66707.0,7,10791.83,Beauté,13,17,279.3,Non,9.0
3912,44,Femme,31219.0,16,18890.95,Sport,9,18,44.85,Non,
3913,59,Femme,29399.0,1,82572.29999999999,Beauté,4,4,340.89,Non,1.0
3914,68,Femme,146733.0,13,13624.86,Vêtements,9,3,151.11,Non,5.0
3915,67,Homme,118848.0,1,19562.88,Maison,9,8,29.45,Oui,2.0
3916,23,Femme,47657.0,11,16615.45,Maison,13,4,51.89,Non,6.0
3917,32,Homme,40047.0,6,13214.78,Sport,6,15,479.5,Non,1.0
3918,47,Femme,120543.0,20,14746.33,Sport,13,13,186.12,Non,7.0
3919,59,Femme,96095.0,3,18736.02,Beauté,7,14,436.68,Oui,7.0
3920,54,Homme,105693.0,12,19199.07,Maison,13,14,480.65,Oui,4.0
3921,54,Femme,120931.0,5,19382.47,Maison,1,5,472.77,Oui,9.0
3922,59,Femme,92154.0,9,12550.27,Beauté,5,5,443.23,Non,3.0
3923,54,Femme,64891.0,26,7755.76,Sport,3,13,449.53,Non,5.0
3924,52,Femme,26780.0,26,27497.5,Alimentation,10,4,158.72,Oui,5.0
3925,40,Homme,47050.0,12,7772.41,Alimentation,10,18,92.71,Oui,8.0
3926,23,Femme,93551.0,28,18864.81,Beauté,13,6,326.85,Non,10.0
3927,21,Femme,88666.0,27,17806.96,Alimentation,6,5,254.29,Oui,10.0
3928,35,Homme,113619.0,10,10520.83,Vêtements,4,3,67.4,Oui,4.0
3929,26,Femme,102016.0,19,10786.45,Vêtements,13,3,345.22,Non,1.0
3930,66,Femme,133135.0,5,6247.51,Vêtements,14,3,290.17,Non,5.0
3931,46,Femme,73010.0,26,9144.71,Sport,13,2,434.27,Non,1.0
3932,30,Femme,121012.0,5,14317.53,Sport,9,18,312.41,Oui,3.0
3933,64,Homme,58165.0,9,8108.37,Sport,7,10,295.49,Non,6.0
3934,69,Femme,31528.0,27,3840.88,Sport,14,7,231.56,Non,1.0
3935,34,Homme,140840.0,28,10863.11,Sport,4,14,242.14,Oui,10.0
3936,62,Femme,69608.0,26,4584.2,Beauté,13,10,478.1,Oui,3.0
3937,49,Femme,25914.0,27,194883.2,Alimentation,11,16,86.45,Oui,7.0
3938,65,Femme,57136.0,20,7867.76,Beauté,6,6,234.19,Non,2.0
3939,39,Homme,31179.0,17,18202.33,Alimentation,2,17,334.8,Non,6.0
3940,21,Femme,106008.0,10,4588.52,Beauté,14,6,227.85,Oui,7.0
3941,22,Femme,32076.0,21,3865.26,Vêtements,3,18,155.94,Non,2.0
3942,54,Homme,143911.0,1,12376.33,Electronique,11,10,157.93,Non,5.0
3943,58,Homme,44783.0,22,15609.64,Sport,7,10,132.15,Non,10.0
3944,66,Homme,136625.0,28,11378.61,Electronique,11,9,185.07,Non,10.0
3945,30,Homme,66716.0,16,4672.93,Electronique,12,15,438.4,Oui,
3946,51,Femme,70298.0,26,854.1,Vêtements,4,11,262.51,Non,3.0
3947,62,Femme,74304.0,26,12403.95,Electronique,14,7,135.31,Non,1.0
3948,39,Femme,99360.0,15,2707.64,Electronique,12,18,204.57,Non,3.0
3949,40,Femme,89835.0,23,6929.21,Vêtements,10,2,70.8,Oui,4.0
3950,68,Homme,149541.0,17,13548.12,Alimentation,7,2,453.94,Non,5.0
3951,20,Femme,132424.0,26,2050.67,Beauté,9,13,215.93,Non,4.0
3952,59,Femme,28118.0,20,26323.0,Maison,14,11,490.59,Non,4.0
3953,51,Femme,96292.0,25,1327.16,Electronique,13,19,186.82,Oui,9.0
3954,49,Femme,143322.0,13,19921.97,Sport,5,1,421.45,Non,9.0
3955,62,Homme,76911.0,1,7802.83,Vêtements,14,17,143.06,Oui,9.0
3956,68,Femme,93489.0,25,18125.32,Electronique,1,18,56.55,Non,5.0
3957,66,Femme,123088.0,8,5942.35,Maison,5,8,35.23,Oui,
3958,38,Femme,35185.0,5,15088.73,Alimentation,6,13,310.96,Oui,2.0
3959,63,Homme,61792.0,6,4459.43,Alimentation,14,4,169.56,Non,6.0
3960,61,Homme,100210.0,23,10016.66,Maison,11,19,232.89,Non,2.0
3961,38,Femme,70613.0,20,16509.85,Sport,2,3,412.95,Oui,10.0
3962,61,Femme,130012.0,14,16345.05,Electronique,8,6,139.09,Oui,5.0
3963,28,Femme,53927.0,22,15906.19,Sport,13,6,168.15,Non,5.0
3964,56,Homme,20386.0,23,164923.1,Alimentation,2,6,425.76,Non,4.0
3965,21,Femme,112153.0,11,4308.3,Alimentation,14,8,256.53,Non,5.0
3966,68,Femme,92728.0,6,9696.1,Beauté,9,17,417.28,Non,7.0
3967,18,Femme,96281.0,11,9748.94,Alimentation,14,10,199.75,Non,10.0
3968,45,Homme,50020.0,13,17821.0,Vêtements,13,5,211.22,Non,2.0
3969,41,Femme,62678.0,12,6008.15,Beauté,2,19,100.23,Non,1.0
3970,52,Femme,106695.0,22,18636.77,Sport,3,11,459.85,Oui,4.0
3971,30,Homme,81394.0,2,9070.84,Alimentation,8,10,450.46,Oui,7.0
3972,64,Homme,88945.0,21,13428.76,Maison,11,3,492.42,Non,1.0
3973,51,Femme,135377.0,3,5450.77,Vêtements,6,10,213.17,Non,4.0
3974,28,Homme,141716.0,23,8264.93,Beauté,1,2,412.94,Non,6.0
3975,53,Femme,76414.0,4,14225.04,Vêtements,4,9,219.18,Oui,6.0
3976,68,Homme,74816.0,17,10303.67,Beauté,5,5,238.06,Oui,1.0
3977,34,Homme,75918.0,28,18621.09,Beauté,14,17,418.4,Non,7.0
3978,52,Femme,111281.0,28,14768.79,Beauté,11,6,105.14,Non,5.0
3979,35,Femme,131484.0,22,11331.62,Maison,3,11,125.75,Oui,6.0
3980,57,Femme,135640.0,6,17744.73,Sport,1,5,171.07,Oui,1.0
3981,39,Homme,82694.0,7,13344.57,Beauté,3,7,398.33,Oui,7.0
3982,41,Femme,49455.0,15,12981.68,Beauté,13,7,198.87,Non,4.0
3983,36,Femme,124446.0,11,5002.79,Vêtements,9,4,191.92,Non,3.0
3984,54,Femme,58735.0,24,7957.65,Beauté,2,10,499.43,Oui,4.0
3985,56,Femme,114702.0,3,13697.74,Sport,1,18,204.23,Non,9.0
3986,38,Femme,125509.0,6,17846.66,Maison,7,1,138.93,Non,5.0
3987,25,Homme,113608.0,26,6379.39,Maison,13,14,319.14,Non,5.0
1363,45,Femme,134310.0,2,4388.16,Vêtements,7,6,404.9,Oui,8.0
3989,22,Femme,32109.0,29,11914.55,Beauté,5,11,53.41,Oui,7.0
3990,34,Homme,65802.0,14,1437.22,Vêtements,2,14,317.07,Oui,3.0
3991,54,Femme,88020.0,9,14319.38,Maison,14,3,37.15,Non,1.0
3992,53,Femme,54622.0,18,14092.46,Sport,1,16,272.64,Non,2.0
3993,36,Femme,129935.0,19,7163.82,Vêtements,13,16,143.36,Oui,3.0
3994,44,Femme,149368.0,12,17864.29,Sport,5,7,167.19,Non,1.0
3995,51,Femme,137919.0,13,10093.4,Alimentation,10,8,244.21,Oui,1.0
3996,28,Homme,22597.0,26,129507.2,Beauté,4,4,465.01,Non,8.0
3997,62,Homme,60597.0,12,4270.61,Sport,9,12,361.12,Non,8.0
3998,64,Homme,,12,8405.07,Beauté,5,12,469.69,Non,2.0
3999,29,Femme,89519.0,18,17262.11,Sport,11,10,336.79,Non,8.0
4000,38,Homme,76115.0,9,4337.5,Electronique,10,12,23.41,Non,2.0
4001,28,Femme,124988.0,17,7872.43,Electronique,12,11,147.48,Oui,5.0
4002,56,Femme,63151.0,21,6429.72,Electronique,12,11,454.77,Oui,1.0
4003,45,Femme,145515.0,16,3107.09,Sport,2,15,328.85,Non,
4004,22,Homme,37040.0,17,5865.39,Maison,4,6,491.19,Oui,4.0
4005,34,Homme,64772.0,21,4732.17,Maison,13,11,94.86,Non,10.0
4006,37,Homme,142431.0,24,18479.51,Beauté,12,2,162.44,Non,2.0
4007,58,Femme,116090.0,8,14847.47,Electronique,9,9,193.94,Non,1.0
4008,63,Homme,83832.0,11,6390.42,Beauté,8,11,176.75,Oui,6.0
4009,29,Femme,47916.0,24,15290.45,Sport,3,16,140.96,Non,8.0
